sequence_number,batch,analysis_id,kit_id,lab_id,project,sequence_type,sequence_version,kneaddata_fastq,stat_csv,metaphlan_file,pathway_abun,ec_abun,genes_abun,ko_abun,raw_data_forward,raw_data_reverse
B051AMD0296,MGG2_51,PCAU95PNVJKXRZ8B,NCEU-PWR4-EHSV,AMD0296,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/kneaddata/B051AMD0296.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/kneaddata/B051AMD0296_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/metaphlan/B051AMD0296_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/humann/B051AMD0296_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/humann/B051AMD0296_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/humann/B051AMD0296_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD0296/humann/B051AMD0296_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0296_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0296_2.fastq.gz
B051AMD0434,MGG2_51,SU7JDWFQHPTQ944B,VDM5-YXJ5-XSKT,AMD0434,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/kneaddata/B051AMD0434.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/kneaddata/B051AMD0434_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/metaphlan/B051AMD0434_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/humann/B051AMD0434_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/humann/B051AMD0434_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/humann/B051AMD0434_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0434/humann/B051AMD0434_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0434_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0434_2.fastq.gz
B051AMD0504,MGG2_51,STEQYJ64G2SN8EFX,AMDJ-W8ZQ-NPSE,AMD0504,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/kneaddata/B051AMD0504.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/kneaddata/B051AMD0504_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/metaphlan/B051AMD0504_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/humann/B051AMD0504_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/humann/B051AMD0504_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/humann/B051AMD0504_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0504/humann/B051AMD0504_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0504_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0504_2.fastq.gz
B051AMD0666,MGG2_51,XSVDV9TPX39267G6,AMDJ-DSHS-BM8G,AMD0666,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/kneaddata/B051AMD0666.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/kneaddata/B051AMD0666_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/metaphlan/B051AMD0666_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/humann/B051AMD0666_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/humann/B051AMD0666_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/humann/B051AMD0666_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0666/humann/B051AMD0666_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0666_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0666_2.fastq.gz
B051AMD0692,MGG2_51,ST3YMWFND3ZF9ZV9,AMDJ-H8AF-65PN,AMD0692,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/kneaddata/B051AMD0692.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/kneaddata/B051AMD0692_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/metaphlan/B051AMD0692_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/humann/B051AMD0692_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/humann/B051AMD0692_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/humann/B051AMD0692_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD0692/humann/B051AMD0692_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0692_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD0692_2.fastq.gz
B051AMD1299,MGG2_51,F2VYXA9D7BUMRT6M,QGFG-TC6X-PMF3,AMD1299,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/kneaddata/B051AMD1299.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/kneaddata/B051AMD1299_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/metaphlan/B051AMD1299_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/humann/B051AMD1299_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/humann/B051AMD1299_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/humann/B051AMD1299_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1299/humann/B051AMD1299_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1299_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1299_2.fastq.gz
B051AMD1303,MGG2_51,N34XYAGBC24XAYS2,UMF3-J9RT-45TT,AMD1303,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/kneaddata/B051AMD1303.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/kneaddata/B051AMD1303_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/metaphlan/B051AMD1303_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/humann/B051AMD1303_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/humann/B051AMD1303_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/humann/B051AMD1303_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1303/humann/B051AMD1303_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1303_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1303_2.fastq.gz
B051AMD1304,MGG2_51,DFKTBRRQRXPMUAXJ,NGXS-WD24-QCG3,AMD1304,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/kneaddata/B051AMD1304.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/kneaddata/B051AMD1304_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/metaphlan/B051AMD1304_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/humann/B051AMD1304_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/humann/B051AMD1304_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/humann/B051AMD1304_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1304/humann/B051AMD1304_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1304_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1304_2.fastq.gz
B051AMD1308,MGG2_51,SH6PPX4SCRCE8CC3,RGHM-AB4S-AUXU,AMD1308,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/kneaddata/B051AMD1308.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/kneaddata/B051AMD1308_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/metaphlan/B051AMD1308_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/humann/B051AMD1308_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/humann/B051AMD1308_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/humann/B051AMD1308_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1308/humann/B051AMD1308_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1308_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1308_2.fastq.gz
B051AMD1309,MGG2_51,JZTTPQKTNBN5RHB6,CAM8-TJP6-NAUD,AMD1309,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/kneaddata/B051AMD1309.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/kneaddata/B051AMD1309_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/metaphlan/B051AMD1309_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/humann/B051AMD1309_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/humann/B051AMD1309_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/humann/B051AMD1309_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1309/humann/B051AMD1309_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1309_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1309_2.fastq.gz
B051AMD1310,MGG2_51,D7PS74YVT369YA8U,HSGC-U3NW-P4XW,AMD1310,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/kneaddata/B051AMD1310.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/kneaddata/B051AMD1310_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/metaphlan/B051AMD1310_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/humann/B051AMD1310_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/humann/B051AMD1310_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/humann/B051AMD1310_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1310/humann/B051AMD1310_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1310_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1310_2.fastq.gz
B051AMD1312,MGG2_51,P288CGDUEKGZT7QT,7M8E-WTYX-SJDN,AMD1312,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/kneaddata/B051AMD1312.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/kneaddata/B051AMD1312_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/metaphlan/B051AMD1312_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/humann/B051AMD1312_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/humann/B051AMD1312_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/humann/B051AMD1312_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1312/humann/B051AMD1312_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1312_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1312_2.fastq.gz
B051AMD1318,MGG2_51,GPDT47FJPH5VHB84,D45Z-8ATS-T5AN,AMD1318,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/kneaddata/B051AMD1318.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/kneaddata/B051AMD1318_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/metaphlan/B051AMD1318_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/humann/B051AMD1318_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/humann/B051AMD1318_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/humann/B051AMD1318_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1318/humann/B051AMD1318_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1318_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1318_2.fastq.gz
B051AMD1328,MGG2_51,A4WVGKVVW9BREV6C,W63F-RHQQ-UCZZ,AMD1328,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/kneaddata/B051AMD1328.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/kneaddata/B051AMD1328_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/metaphlan/B051AMD1328_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/humann/B051AMD1328_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/humann/B051AMD1328_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/humann/B051AMD1328_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1328/humann/B051AMD1328_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1328_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1328_2.fastq.gz
B051AMD1328,MGG2_51,A4WVGKVVW9BREV6C,W63F-RHQQ-UCZZ,AMD1328,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/kneaddata/B051AMD1328.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/kneaddata/B051AMD1328_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/metaphlan/B051AMD1328_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/humann/B051AMD1328_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/humann/B051AMD1328_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/humann/B051AMD1328_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_mgg2_51-31samples/B051AMD1328/humann/B051AMD1328_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1328_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1328_2.fastq.gz
B051AMD1330,MGG2_51,H3THZY68VSTQA2GE,EDEZ-8SDW-HVNH,AMD1330,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/kneaddata/B051AMD1330.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/kneaddata/B051AMD1330_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/metaphlan/B051AMD1330_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/humann/B051AMD1330_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/humann/B051AMD1330_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/humann/B051AMD1330_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1330/humann/B051AMD1330_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1330_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1330_2.fastq.gz
B051AMD1334,MGG2_51,QBZXXAERR2EWET59,P829-NKDB-ZVMV,AMD1334,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/kneaddata/B051AMD1334.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/kneaddata/B051AMD1334_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/metaphlan/B051AMD1334_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/humann/B051AMD1334_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/humann/B051AMD1334_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/humann/B051AMD1334_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1334/humann/B051AMD1334_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1334_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1334_2.fastq.gz
B051AMD1338,MGG2_51,M7E4TJQAH2WQYJW6,G6SN-MMB2-YVPP,AMD1338,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/kneaddata/B051AMD1338.fastq,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/kneaddata/B051AMD1338_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/metaphlan/B051AMD1338_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/humann/B051AMD1338_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/humann/B051AMD1338_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/humann/B051AMD1338_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/Batch_MGG2_51/B051AMD1338/humann/B051AMD1338_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1338_1.fastq.gz,s3://amili-analysis-lab/Macrogen/Batch_MGG2_51-31samples/B051AMD1338_2.fastq.gz
B13AMD0197,BATCH13,,AMDJ-CMRX-TXWU,AMD0197,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/kneaddata/B13AMD0197.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/kneaddata/B13AMD0197_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/metaphlan/B13AMD0197_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/humann/B13AMD0197_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/humann/B13AMD0197_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/humann/B13AMD0197_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13-231samples/B13AMD0197/humann/B13AMD0197_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0197_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0197_2.fastq.gz
B13AMD0197,BATCH13,,AMDJ-CMRX-TXWU,AMD0197,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/kneaddata/B13AMD0197.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/kneaddata/B13AMD0197_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/metaphlan/B13AMD0197_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/humann/B13AMD0197_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/humann/B13AMD0197_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/humann/B13AMD0197_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0197/humann/B13AMD0197_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0197_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0197_2.fastq.gz
B13AMD0207,BATCH13,,AMDJ-DZYT-RT6G,AMD0207,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/kneaddata/B13AMD0207.fastq,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/kneaddata/B13AMD0207_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/metaphlan/B13AMD0207_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/humann/B13AMD0207_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/humann/B13AMD0207_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/humann/B13AMD0207_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch13/B13AMD0207/humann/B13AMD0207_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0207_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0207_2.fastq.gz
B13AMD0207,BATCH13,,AMDJ-DZYT-RT6G,AMD0207,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/kneaddata/B13AMD0207.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/kneaddata/B13AMD0207_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/metaphlan/B13AMD0207_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/humann/B13AMD0207_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/humann/B13AMD0207_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/humann/B13AMD0207_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0207/humann/B13AMD0207_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0207_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0207_2.fastq.gz
B13AMD0318,BATCH13,,AMDJ-RDJR-ABAY,AMD0318,AMD,SHOTGUN,v3,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/kneaddata/B13AMD0318.fastq,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/kneaddata/B13AMD0318_stat.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/metaphlan/B13AMD0318_metaphlan.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/humann/B13AMD0318_pathabundance.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/humann/B13AMD0318_reaction_ec.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/humann/B13AMD0318_genefamilies.tsv,s3://amili-global-archive/SHOTGUN/v3/batch_13/B13AMD0318/humann/B13AMD0318_reaction_ko.tsv,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0318_1.fastq.gz,s3://amili-analysis-lab/Macrogen/sequencing-data/batch_13-231samples/B13AMD0318_2.fastq.gz
